CLIENTE,EDO,FOLIO,PRODUCTO,TONS,MONTO
FLOR DEL LLANO,CHIH,80240047,MAÍZ,1905.0884913604,128889.092175
HARINAS S.A. DE C.V.,CHIH,80240062,MAÍZ,4953.2300775371,360250.51573875
NUPLEN SA DE CV,CHIH,80240021,MAÍZ,14986.6961320353,1013927.52511
NUPLEN SA DE CV,CHIH,80240021,MAÍZ,10033.4660544982,678815.885455
NUPLEN SA DE CV,CHIH,80240021,MAÍZ,5080.2359769611,343704.2458
NUPLEN SA DE CV,CHIH,80240021,MAÍZ,9779.4542556502,661630.673165
NUPLEN SA DE CV,CHIH,80240278,MAÍZ,3175.1474856007,94879.5371875
NUPLEN SA DE CV,CHIH,80240278,MAÍZ,46865.1768874664,1453419.5938875
NUPLEN SA DE CV,CHIH,80240278,MAÍZ,19939.9262095724,618392.6185375
NUTRIGAFER SA DE CV,CHIH,80240146,MAÍZ,1016.0471953922,61860.19044
OPERADORA ALCODESA SA DE CV,CHIH,80240120,MAÍZ,7493.3480660177,593319.74415
PROCESADORA DE SEMILLAS SPR DE RL DE CV,CHIH,80240229,MAÍZ,2286.1061896325,75464.45685
PROCESADORA DE SEMILLAS SPR DE RL DE CV,CHIH,80240229,MAÍZ,9906.4601550742,327012.64635
PROCESADORA DE SEMILLAS SPR DE RL DE CV,CHIH,80240229,MAÍZ,7620.3539654417,251548.1895
PROCESADORA DE SEMILLAS SPR DE RL DE CV,CHIH,80240229,MAÍZ,10160.4719539223,335397.586
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240013,MAÍZ,20320.9439078445,3180942.08
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240013,MAÍZ,19558.9085113003,3150668.752
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240039,MAÍZ,1905.0884913604,306883.32
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240054,MAÍZ,4953.2300775371,859532.856
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240112,MAÍZ,3683.1710832968,597524.816
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240112,MAÍZ,3810.1769827209,626739.12
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240096,MAÍZ,5969.2772729293,981891.288
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240138,MAÍZ,1016.0471953922,141874.432
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240195,MAÍZ,5207.2418763852,308569.485
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240211,MAÍZ,14986.6961320353,1140412.416
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240237,MAÍZ,29973.3922640707,1661659.008
UNIÓN AGRÍCOLA REGIONAL DE PRODUCTORES DE MAÍZ AMARILLO ASI COMO DE OTROS GRANOS Y SEMILLAS DEL ESTADO DE CHIHUAHUA,CHIH,80240286,MAÍZ,69980.2505826396,3053436.477
UNIÓN GANADERA REGIONAL DE CHIHUAHUA,CHIH,80240203,MAÍZ,4953.2300775371,103940.6416425
UNIÓN GANADERA REGIONAL DE CHIHUAHUA,CHIH,80240203,MAÍZ,10033.4660544982,210546.4279425
AGROMAQUILAS DEL SURESTE SPR DE RL,CHIS,70240049,MAÍZ,1524.0707930883,252442.656
ASOCIACIÓN DE SORGUEROS DE  AC,CHIS,70340021,SORGO,2540.1179884806,420737.76
ASOCIACIÓN DE SORGUEROS DE  AC,CHIS,70340021,SORGO,3556.1651838728,605216.864
BUENAVENTURA GRUPO PECUARIO SA DE CV,CHIS,70240015,MAÍZ,2032.0943907845,168143.76084
BUENAVENTURA GRUPO PECUARIO SA DE CV,CHIS,70240031,MAÍZ,1524.0707930883,103111.27374
BUENAVENTURA GRUPO PECUARIO SA DE CV,CHIS,70240072,MAÍZ,127.005899424,3243.761465
BUENAVENTURA GRUPO PECUARIO SA DE CV,CHIS,70440011,SOYA,136.0777493829,39729.21
BUENAVENTURA GRUPO PECUARIO SA DE CV,CHIS,70440011,SOYA,272.1554987658,79458.42
CENTRO DE AGROECOLOGÍA SAN FRANCISCO DE ASIS A.C.,CHIS,70840012,CAFÉ,204.0002176002,181858.868325
FRANCISCO HERNÁNDEZ LOYA,CHIS,70240080,MAÍZ,127.005899424,4451.673865
GRUPO AVIMARCA SA DE CV,CHIS,70340013,SORGO,6096.2831723534,437404.01424
LA SELVA DE BENITO JUÁREZ SPR DE RI,CHIS,70240023,MAÍZ,2032.0943907845,271854.208
ALIMENTOS BALANCEADOS SIMÓN BOLIVAR SA DE CV,COAH,80240187,MAÍZ,5207.2418763852,172435.3851
AGRIBRANDS PURINA MÉXICO SA DE CV,GTO,110340015,MAÍZ,2540.1179884806,153239.25615
AGRIBRANDS PURINA MÉXICO SA DE CV,GTO,110340015,MAÍZ,1524.0707930883,95411.55369
AGRIBRANDS PURINA MÉXICO SA DE CV,GTO,110340015,MAÍZ,889.0412959682,55656.7396525
AGRIBRANDS PURINA MÉXICO SA DE CV,GTO,110340015,MAÍZ,127.005899424,7950.9628075
CAMPESINA DE HUANÍMARO SPR DE RI,GTO,110340023,SORGO,2540.1179884806,357157.76
CAMPESINA DE HUANÍMARO SPR DE RI,GTO,110340023,SORGO,2540.1179884806,374497.76
INTEGRADORA DEL RIO LERMA S. DE R.L. DE C.V.,GTO,110540010,TRIGO,4898.798977784,334952.437365
UNIÓN DE CRÉDITO AGRÍCOLA ALPURA SA DE CV,GTO,110240033,MAÍZ,381.0176982721,63737.448
UNIÓN DE CRÉDITO AGRÍCOLA ALPURA SA DE CV,GTO,110240033,MAÍZ,127.005899424,21245.816
UNIÓN DE CRÉDITO AGRÍCOLA ALPURA SA DE CV,GTO,110240033,MAÍZ,508.0235976961,84983.264
UNIÓN DE CRÉDITO AGRÍCOLA ALPURA SA DE CV,GTO,110240033,MAÍZ,1651.0766925124,276195.608
UNIÓN DE CRÉDITO ALPURA SA DE CV,GTO,110240033,MAÍZ,508.0235976961,84983.264
UNIÓN DE CRÉDITO ALPURA SA DE CV,GTO,110240033,MAÍZ,254.0117988481,42491.632
AGRICULTURA CONFIABLE S.P.R. DE R.L.,JALISCO,140240110,MAÍZ,15494.7197297314,781446.6
AGROINDUSTRIAS LA BARCA S.A. DE C.V.,JALISCO,140540014,TRIGO,4490.5657296353,311781.4577625
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240938,MAÍZ,508.0235976961,66871.2
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240938,MAÍZ,889.0412959682,117024.6
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240938,MAÍZ,6477.3008706254,852607.8
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240284,MAÍZ,2540.1179884806,432297.76
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240284,MAÍZ,7874.3657642898,1340123.056
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240292,MAÍZ,1905.0884913604,315553.32
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240292,MAÍZ,1016.0471953922,168295.104
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240292,MAÍZ,3175.1474856007,525922.2
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240292,MAÍZ,889.0412959682,147258.216
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240300,MAÍZ,1143.0530948163,178927.992
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240920,MAÍZ,254.0117988481,33981.776
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240946,MAÍZ,1778.0825919364,141926.778
ALMIDONES MEXICANOS SA DE CV,JALISCO,140240953,MAÍZ,3683.1710832968,339216.074
ARANAL SA DE CV,JALISCO,140241050,MAÍZ,762.0353965442,100306.8
ARANAL SA DE CV,JALISCO,140241027,MAÍZ,254.0117988481,43229.776
ARANAL SA DE CV,JALISCO,140241027,MAÍZ,508.0235976961,86459.552
ARANAL SA DE CV,JALISCO,140241035,MAÍZ,508.0235976961,84147.552
ARANAL SA DE CV,JALISCO,140241043,MAÍZ,127.005899424,19880.888
ARANAL SA DE CV,JALISCO,140241068,MAÍZ,127.005899424,10137.627
ARANAL SA DE CV,JALISCO,140241076,MAÍZ,254.0117988481,23394.212
ASOCIACIÓN AGRÍCOLA DE IXTLAHUACÁN DEL RIO,JALISCO,140240193,MAÍZ,9906.4601550742,739197.264
BODEGAS EJIDALES EMILIANO ZAPATA S.P.R. DE R.L.,JALISCO,140240144,MAÍZ,4953.2300775371,249806.7
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240250,MAÍZ,15748.7315285795,2073007.2
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240219,MAÍZ,7239.3362671696,1232048.616
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240219,MAÍZ,635.0294971201,108074.44
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240219,MAÍZ,4064.1887815689,691676.416
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240219,MAÍZ,2921.1356867527,497142.424
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240219,MAÍZ,4318.200580417,734906.192
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240227,MAÍZ,2794.1297873286,462811.536
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240227,MAÍZ,3175.1474856007,525922.2
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240227,MAÍZ,6858.3185688975,1135991.952
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240235,MAÍZ,1778.0825919364,278332.432
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240243,MAÍZ,127.005899424,16990.888
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240268,MAÍZ,3302.1533850247,263578.302
CIA. PROVEEDORA DE INGREDIENTES SA DE CV,JALISCO,140240276,MAÍZ,6604.3067700495,608249.512
COMERCIALIZADORA PALOS ALTOS S.P.R. DE R.L.,JALISCO,140240177,MAÍZ,4699.2182786891,350644.856
COMERCIALIZADORA PALOS ALTOS S.P.R. DE R.L.,JALISCO,140240177,MAÍZ,1143.0530948163,85291.992
CREAMOS S.P.R. DE R.L.,JALISCO,140240102,MAÍZ,18923.8790141802,954389.7
CRUCERO DE SANTA MARÍA S.P.R. DE R.L.,JALISCO,140240094,MAÍZ,14732.6843331873,790864.8
CRUCERO DE SANTA MARÍA S.P.R. DE R.L.,JALISCO,140240094,MAÍZ,3937.1828821449,198564.3
CRUCERO DE SANTA MARÍA S.P.R. DE R.L.,JALISCO,140240094,MAÍZ,1270.0589942403,64053
FORRAJES EL NOGAL SA DE CV,JALISCO,140241100,MAÍZ,127.005899424,16717.8
FORRAJES EL NOGAL SA DE CV,JALISCO,140241084,MAÍZ,254.0117988481,43229.776
FORRAJES EL NOGAL SA DE CV,JALISCO,140241092,MAÍZ,127.005899424,21036.888
FORRAJES EL NOGAL SA DE CV,JALISCO,140241118,MAÍZ,127.005899424,11697.106
GANADERÍA DOBLE M SA DE CV,JALISCO,141040014,PORCINO,18.1437163774,8578.39164
"GANADERÍA MM, SA DE CV",JALISCO,141040022,PORCINO,18.1437163774,8060.6263
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140240995,MAÍZ,5588.2595746573,735583.2
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140240961,MAÍZ,6985.3244683216,1188818.84
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140240972,MAÍZ,4699.2182786891,778364.856
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140240987,MAÍZ,762.0353965442,119285.328
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140241001,MAÍZ,1143.0530948163,91238.643
INDUSTRIALIZADORA DE MAÍZ SA DE CV,JALISCO,140241019,MAÍZ,2540.1179884806,233942.12
INTERPEC SAN MARCOS SA DE CV,JALISCO,140241142,MAÍZ,381.0176982721,50153.4
INTERPEC SAN MARCOS SA DE CV,JALISCO,140241126,MAÍZ,127.005899424,21614.888
INTERPEC SAN MARCOS SA DE CV,JALISCO,140241126,MAÍZ,381.0176982721,64844.664
INTERPEC SAN MARCOS SA DE CV,JALISCO,140241134,MAÍZ,254.0117988481,42073.776
INTERPEC SAN MARCOS SA DE CV,JALISCO,140241159,MAÍZ,254.0117988481,23394.212
JOSE ANTONIO SOLANO ANDALÓN,JALISCO,140240052,MAÍZ,1016.0471953922,34269.4891
LAS TEJERÍAS S.P.R. DE R.L.,JALISCO,140240086,MAÍZ,5080.2359769611,264462
LAS TEJERÍAS S.P.R. DE R.L.,JALISCO,140240086,MAÍZ,5080.2359769611,261712
LAS TEJERÍAS S.P.R. DE R.L.,JALISCO,140240086,MAÍZ,8255.3834625618,434219.5
LAS TEJERÍAS S.P.R. DE R.L.,JALISCO,140240086,MAÍZ,3556.1651838728,190898.4
LOS 16 HERMANOS S.P.R. DE R.L.,JALISCO,140240136,MAÍZ,6985.3244683216,352291.5
ORGANIZACIÓN CAMPESINA INDEPENDIENTE DE JALISCO,JALISCO,140240128,MAÍZ,8255.3834625618,416344.5
ORGANIZACIÓN CAMPESINA INDEPENDIENTE DE JALISCO,JALISCO,140240128,MAÍZ,3683.1710832968,185753.7
POTRERO OJO DE AGUA S.P.R. DE R.I.,JALISCO,140240185,MAÍZ,1397.0648936643,104245.768
"""SOC. COOP. RURAL DE COMPRA Y VENTA EN COMÚN Y COMERCIALIZACIÓN """"EL GRULLO"""" S.C.L.""",JALISCO,140240151,MAÍZ,7366.3421665936,251882.4
UEPA EX LAGUNA DE MAGDALENA GENERAL LAZARO CÁRDENAS,JALISCO,140240169,MAÍZ,14351.6666349152,1070888.344
UEPA EX LAGUNA DE MAGDALENA GENERAL LAZARO CÁRDENAS,JALISCO,140240169,MAÍZ,635.0294971201,47384.44
UEPA LIC. Y DR. ENRIQUE ÁLVAREZ DEL CASTILLO,JALISCO,140240201,MAÍZ,4318.200580417,322214.192
UNIÓN DE EJIDOS DE PRODUCCIÓN AGROPECUARIA DE LA EX LAGUNA DE MAGDALENA GRAL. LÁZARO CÁRDENAS,JALISCO,140241167,MAÍZ,2032.0943907845,87390.03
UNIÓN DE EJIDOS DE PRODUCCIÓN AGROPECUARIA DE LA EX LAGUNA DE MAGDALENA GRAL. LÁZARO CÁRDENAS,JALISCO,140241175,MAÍZ,1016.0471953922,45903.755
UNIÓN DE EJIDOS DE PRODUCCIÓN AGROPECUARIA DE LA EX LAGUNA DE MAGDALENA GRAL. LÁZARO CÁRDENAS,JALISCO,140241183,MAÍZ,2032.0943907845,69595.41952
UNIÓN REGIONAL DE PORCICULTORES DE JALISCO,JALISCO,141040030,PORCINO,18.1437163774,8085.02836
AGROPECUARIA TARASCA SPR DE RL,MICH,160240016,MAÍZ,3683.1710832968,264264.92527
AGROPECUARIA TARASCA SPR DE RL,MICH,160240016,MAÍZ,1397.0648936643,100238.41993
ALMIDONES MEXICANOS SA DE CV,MICH,160240073,MAÍZ,254.0117988481,42491.632
ALMIDONES MEXICANOS SA DE CV,MICH,160240073,MAÍZ,1143.0530948163,191212.344
ALMIDONES MEXICANOS SA DE CV,MICH,160240073,MAÍZ,381.0176982721,63737.448
ALMIDONES MEXICANOS SA DE CV,MICH,160240073,MAÍZ,2159.1002902085,361178.872
ALMIDONES MEXICANOS SA DE CV,MICH,160240081,MAÍZ,127.005899424,21245.816
COMPAÑÍA PROVEEDORA DE INGREDIENTES SA DE CV,MICH,160240032,MAÍZ,762.0353965442,127474.896
COMPAÑÍA PROVEEDORA DE INGREDIENTES SA DE CV,MICH,160240040,MAÍZ,3429.1592844488,573637.032
COMPAÑÍA PROVEEDORA DE INGREDIENTES SA DE CV,MICH,160240057,MAÍZ,381.0176982721,63737.448
UNIÓN PRODUCTIVA AGROPECUARIA SPR DE RL,MICH,160240024,MAÍZ,5080.2359769611,841475.52
ASOCIACIÓN AGRÍCOLA LOCAL ALFREDO B. BONFIL,MOR,170340012,SORGO,6350.2949712014,271486.828
ASOCIACIÓN AGRÍCOLA LOCAL ALFREDO B. BONFIL,MOR,170340012,SORGO,8636.4011608339,379031.08608
ASERCA,N/D,N/A,CÁRTAMO,10000,956780
ASERCA,N/D,N/A,MAÍZ,25401.1798848056,359810
ASERCA,N/D,N/A,MAÍZ,25401.1798848056,813560
ASERCA,N/D,N/A,SORGO,5080.2359769611,630212
ASERCA,N/D,N/A,MAÍZ,254.0117988481,23535.6
ASERCA,N/D,N/A,MAÍZ,63248.9379131661,5860364.4
ASERCA,N/D,N/A,MAÍZ,4445.206479841,368560.5
ASERCA,N/D,N/A,MAÍZ,59057.7432321731,4960527
ASERCA,N/D,N/A,MAÍZ,76203.5396544169,7885680
ASERCA,N/D,N/A,MAÍZ,37085.7226318162,3757397.6
ASERCA,N/D,N/A,ALGODÓN,907.1858188713,1120152
ASERCA,N/D,N/A,ALGODÓN,566.9911367946,706970
ASERCA,N/D,N/A,ALGODÓN,566.9911367946,713845
ASERCA,N/D,N/A,ALGODÓN,226.7964547178,285538
ASERCA,N/D,N/A,ALGODÓN,2267.9645471782,2855380
ASERCA,N/D,N/A,ALGODÓN,4535.9290943564,6425760
ASERCA,N/D,N/A,ALGODÓN,2267.9645471782,3267880
ASERCA,N/D,N/A,ALGODÓN,2267.9645471782,3322880
ASERCA,N/D,N/A,ALGODÓN,1133.9822735891,1551440
ASERCA,N/D,N/A,MAÍZ,37466.7403300883,3307211.96
ASERCA,N/D,N/A,MAÍZ,635.0294971201,56054.44
ASERCA,N/D,N/A,MAÍZ,12700.5899424028,2124581.6
ASERCA,N/D,N/A,MAÍZ,19050.8849136042,3186872.4
ASERCA,N/D,N/A,MAÍZ,15113.7020314594,2528252.104
ASERCA,N/D,N/A,MAÍZ,1905.0884913604,248794.56
ASERCA,N/D,N/A,MAÍZ,25401.1798848056,2743260.8
ASERCA,N/D,N/A,MAÍZ,23369.0854940212,3607452.48
ASERCA,N/D,N/A,MAÍZ,14732.6843331873,2274263.52
ASERCA,N/D,N/A,MAÍZ,1905.0884913604,294085.8
ASERCA,N/D,N/A,MAÍZ,23496.0913934452,3679783.2
ASERCA,N/D,N/A,PORCINO,18.1437163774,18465.72
ASERCA,N/D,N/A,MAÍZ,19558.9085113003,3107060.88
ASERCA,N/D,N/A,MAÍZ,12700.5899424028,1989072
ASERCA,N/D,N/A,MAÍZ,25401.1798848056,3978144
ASERCA,N/D,N/A,MAÍZ,12700.5899424028,1989072
ASERCA,N/D,N/A,MAÍZ,23369.0854940212,3659892.48
ASERCA,N/D,N/A,MAÍZ,17145.7964222438,2475927
ASERCA,N/D,N/A,PORCINO,1451.4973101941,1573016
ASERCA,N/D,N/A,PORCINO,1034.1918335133,1127328.9
ASERCA,N/D,N/A,PORCINO,1360.7787283069,1483327.5
ASERCA,N/D,N/A,PORCINO,5443.1149132277,5933310
ASERCA,N/D,N/A,PORCINO,907.1858188713,988885
ASERCA,N/D,N/A,PORCINO,4227.4859159402,4608204.1
ASERCA,N/D,N/A,MAÍZ,6350.2949712014,1046385
ASERCA,N/D,N/A,MAÍZ,31751.4748560071,5267862.5
ASERCA,N/D,N/A,MAÍZ,63502.9497120141,9313850
ASERCA,N/D,N/A,MAÍZ,17399.8082210919,3024644.9
ASERCA,N/D,N/A,TRIGO,12519.1529432256,731263.104
ASERCA,N/D,N/A,MAÍZ,38101.7698272085,2343700.5
ASERCA,N/D,N/A,TRIGO,36060.6035864652,1083190.68
ASERCA,N/D,N/A,SORGO,25401.1798848056,1325314.8
ASERCA,N/D,N/A,SORGO,11430.5309481625,609194.16
ASERCA,N/D,N/A,SORGO,1270.0589942403,66976.99
ASERCA,N/D,N/A,SORGO,11811.5486464346,741328.203
ASERCA ,N/D,N/A,SORGO,1016.0471953922,167655.424
ASERCA ,N/D,N/A,MAÍZ,508.0235976961,26438.72
ASERCA ,N/D,N/A,MAÍZ,24893.1562871095,1352337.28
ASERCA ,N/D,N/A,ALGODÓN,2267.9645471782,2286128
ASERCA ,N/D,N/A,ALGODÓN,1133.9822735891,1143064
ASERCA ,N/D,N/A,ALGODÓN,226.7964547178,228612.8
ASERCA ,N/D,N/A,ALGODÓN,907.1858188713,914451.2
ASERCA ,N/D,N/A,ALGODÓN,22.6796454718,20541.28
ASERCA ,N/D,N/A,ALGODÓN,2267.9645471782,2199128
ASERCA ,N/D,N/A,MAÍZ,127.005899424,8349.68
ASERCA ,N/D,N/A,MAÍZ,44325.0588989859,2964643.32
ASERCA ,N/D,N/A,ALGODÓN,2744.2371020856,450274.88
ASERCA ,N/D,N/A,ALGODÓN,589.6707822663,74133.28
ASERCA ,N/D,N/A,ALGODÓN,498.9522003792,69108.16
ASERCA ,N/D,N/A,ALGODÓN,566.9911367946,386581.05
ASERCA ,N/D,N/A,ALGODÓN,566.9911367946,257318.55
ASERCA ,N/D,N/A,ALGODÓN,566.9911367946,293224.8
